user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
0,1,Pro,19.99,paid,19.99,True
0,2,Pro,19.99,paid,19.99,True
0,3,Pro,19.99,paid,19.99,True
0,4,Pro,19.99,paid,19.99,True
0,5,Pro,19.99,churned,0.0,False
0,6,Pro,19.99,churned,0.0,False
0,7,Pro,19.99,churned,0.0,False
0,8,Pro,19.99,churned,0.0,False
0,9,Pro,19.99,churned,0.0,False
0,10,Pro,19.99,churned,0.0,False
0,11,Pro,19.99,churned,0.0,False
0,12,Pro,19.99,churned,0.0,False
1,1,Basic,9.99,paid,9.99,True
1,2,Basic,9.99,paid,9.99,True
1,3,Basic,9.99,paid,9.99,True
1,4,Basic,9.99,paid,9.99,True
1,5,Basic,9.99,paid,9.99,True
1,6,Basic,9.99,paid,9.99,True
1,7,Basic,9.99,churned,0.0,False
1,8,Basic,9.99,churned,0.0,False
1,9,Basic,9.99,churned,0.0,False
1,10,Basic,9.99,churned,0.0,False
1,11,Basic,9.99,churned,0.0,False
1,12,Basic,9.99,churned,0.0,False
2,1,Pro,19.99,paid,19.99,True
2,2,Pro,19.99,paid,19.99,True
2,3,Pro,19.99,paid,19.99,True
2,4,Pro,19.99,paid,19.99,True
2,5,Pro,19.99,paid,19.99,True
2,6,Pro,19.99,paid,19.99,True
2,7,Pro,19.99,paid,19.99,True
2,8,Pro,19.99,paid,19.99,True
2,9,Pro,19.99,paid,19.99,True
2,10,Pro,19.99,paid,19.99,True
2,11,Pro,19.99,paid,19.99,True
2,12,Pro,19.99,paid,19.99,True
3,1,Pro,19.99,paid,19.99,True
3,2,Pro,19.99,paid,19.99,True
3,3,Pro,19.99,paid,19.99,True
3,4,Pro,19.99,paid,19.99,True
3,5,Pro,19.99,paid,19.99,True
3,6,Pro,19.99,paid,19.99,True
3,7,Pro,19.99,paid,19.99,True
3,8,Pro,19.99,failed,0.0,True
3,9,Pro,19.99,churned,0.0,False
3,10,Pro,19.99,churned,0.0,False
3,11,Pro,19.99,churned,0.0,False
3,12,Pro,19.99,churned,0.0,False
4,1,Basic,9.99,paid,9.99,True
4,2,Basic,9.99,paid,9.99,True
4,3,Basic,9.99,paid,9.99,True
4,4,Basic,9.99,paid,9.99,True
4,5,Basic,9.99,paid,9.99,True
4,6,Basic,9.99,paid,9.99,True
4,7,Basic,9.99,paid,9.99,True
4,8,Basic,9.99,paid,9.99,True
4,9,Basic,9.99,paid,9.99,True
4,10,Basic,9.99,churned,0.0,False
4,11,Basic,9.99,churned,0.0,False
4,12,Basic,9.99,churned,0.0,False
5,1,Premium,39.99,paid,39.99,True
5,2,Premium,39.99,paid,39.99,True
5,3,Premium,39.99,paid,39.99,True
5,4,Premium,39.99,paid,39.99,True
5,5,Premium,39.99,paid,39.99,True
5,6,Premium,39.99,paid,39.99,True
5,7,Premium,39.99,paid,39.99,True
5,8,Premium,39.99,paid,39.99,True
5,9,Premium,39.99,churned,0.0,False
5,10,Premium,39.99,churned,0.0,False
5,11,Premium,39.99,churned,0.0,False
5,12,Premium,39.99,churned,0.0,False
6,1,Pro,19.99,paid,19.99,True
6,2,Pro,19.99,paid,19.99,True
6,3,Pro,19.99,paid,19.99,True
6,4,Pro,19.99,paid,19.99,True
6,5,Pro,19.99,paid,19.99,True
6,6,Pro,19.99,paid,19.99,True
6,7,Pro,19.99,paid,19.99,True
6,8,Pro,19.99,failed,0.0,True
6,9,Pro,19.99,paid,19.99,True
6,10,Pro,19.99,paid,19.99,True
6,11,Pro,19.99,paid,19.99,True
6,12,Pro,19.99,paid,19.99,True
7,1,Pro,19.99,paid,19.99,True
7,2,Pro,19.99,paid,19.99,True
7,3,Pro,19.99,paid,19.99,True
7,4,Pro,19.99,paid,19.99,True
7,5,Pro,19.99,paid,19.99,True
7,6,Pro,19.99,paid,19.99,True
7,7,Pro,19.99,paid,19.99,True
7,8,Pro,19.99,paid,19.99,True
7,9,Pro,19.99,paid,19.99,True
7,10,Pro,19.99,paid,19.99,True
7,11,Pro,19.99,paid,19.99,True
7,12,Pro,19.99,paid,19.99,True
8,1,Basic,9.99,paid,9.99,True
8,2,Basic,9.99,paid,9.99,True
8,3,Basic,9.99,paid,9.99,True
8,4,Basic,9.99,paid,9.99,True
8,5,Basic,9.99,churned,0.0,False
8,6,Basic,9.99,churned,0.0,False
8,7,Basic,9.99,churned,0.0,False
8,8,Basic,9.99,churned,0.0,False
8,9,Basic,9.99,churned,0.0,False
8,10,Basic,9.99,churned,0.0,False
8,11,Basic,9.99,churned,0.0,False
8,12,Basic,9.99,churned,0.0,False
9,1,Basic,9.99,paid,9.99,True
9,2,Basic,9.99,paid,9.99,True
9,3,Basic,9.99,paid,9.99,True
9,4,Basic,9.99,paid,9.99,True
9,5,Basic,9.99,paid,9.99,True
9,6,Basic,9.99,paid,9.99,True
9,7,Basic,9.99,paid,9.99,True
9,8,Basic,9.99,paid,9.99,True
9,9,Basic,9.99,paid,9.99,True
9,10,Basic,9.99,paid,9.99,True
9,11,Basic,9.99,paid,9.99,True
9,12,Basic,9.99,paid,9.99,True
10,1,Basic,9.99,paid,9.99,True
10,2,Basic,9.99,paid,9.99,True
10,3,Basic,9.99,paid,9.99,True
10,4,Basic,9.99,churned,0.0,False
10,5,Basic,9.99,churned,0.0,False
10,6,Basic,9.99,churned,0.0,False
10,7,Basic,9.99,churned,0.0,False
10,8,Basic,9.99,churned,0.0,False
10,9,Basic,9.99,churned,0.0,False
10,10,Basic,9.99,churned,0.0,False
10,11,Basic,9.99,churned,0.0,False
10,12,Basic,9.99,churned,0.0,False
11,1,Premium,39.99,paid,39.99,True
11,2,Premium,39.99,paid,39.99,True
11,3,Premium,39.99,paid,39.99,True
11,4,Premium,39.99,paid,39.99,True
11,5,Premium,39.99,paid,39.99,True
11,6,Premium,39.99,paid,39.99,True
11,7,Premium,39.99,churned,0.0,False
11,8,Premium,39.99,churned,0.0,False
11,9,Premium,39.99,churned,0.0,False
11,10,Premium,39.99,churned,0.0,False
11,11,Premium,39.99,churned,0.0,False
11,12,Premium,39.99,churned,0.0,False
12,1,Pro,19.99,paid,19.99,True
12,2,Pro,19.99,paid,19.99,True
12,3,Pro,19.99,paid,19.99,True
12,4,Pro,19.99,paid,19.99,True
12,5,Pro,19.99,paid,19.99,True
12,6,Pro,19.99,paid,19.99,True
12,7,Pro,19.99,paid,19.99,True
12,8,Pro,19.99,paid,19.99,True
12,9,Pro,19.99,paid,19.99,True
12,10,Pro,19.99,paid,19.99,True
12,11,Pro,19.99,paid,19.99,True
12,12,Pro,19.99,paid,19.99,True
13,1,Pro,19.99,paid,19.99,True
13,2,Pro,19.99,paid,19.99,True
13,3,Pro,19.99,paid,19.99,True
13,4,Pro,19.99,paid,19.99,True
13,5,Pro,19.99,paid,19.99,True
13,6,Pro,19.99,paid,19.99,True
13,7,Pro,19.99,paid,19.99,True
13,8,Pro,19.99,paid,19.99,True
13,9,Pro,19.99,paid,19.99,True
13,10,Pro,19.99,paid,19.99,True
13,11,Pro,19.99,paid,19.99,True
13,12,Pro,19.99,paid,19.99,True
14,1,Basic,9.99,paid,9.99,True
14,2,Basic,9.99,paid,9.99,True
14,3,Basic,9.99,paid,9.99,True
14,4,Basic,9.99,paid,9.99,True
14,5,Basic,9.99,paid,9.99,True
14,6,Basic,9.99,paid,9.99,True
14,7,Basic,9.99,paid,9.99,True
14,8,Basic,9.99,failed,0.0,True
14,9,Basic,9.99,paid,9.99,True
14,10,Basic,9.99,paid,9.99,True
14,11,Basic,9.99,paid,9.99,True
14,12,Basic,9.99,paid,9.99,True
15,1,Basic,9.99,paid,9.99,True
15,2,Basic,9.99,paid,9.99,True
15,3,Basic,9.99,paid,9.99,True
15,4,Basic,9.99,churned,0.0,False
15,5,Basic,9.99,churned,0.0,False
15,6,Basic,9.99,churned,0.0,False
15,7,Basic,9.99,churned,0.0,False
15,8,Basic,9.99,churned,0.0,False
15,9,Basic,9.99,churned,0.0,False
15,10,Basic,9.99,churned,0.0,False
15,11,Basic,9.99,churned,0.0,False
15,12,Basic,9.99,churned,0.0,False
16,1,Basic,9.99,paid,9.99,True
16,2,Basic,9.99,paid,9.99,True
16,3,Basic,9.99,paid,9.99,True
16,4,Basic,9.99,paid,9.99,True
16,5,Basic,9.99,paid,9.99,True
16,6,Basic,9.99,paid,9.99,True
16,7,Basic,9.99,paid,9.99,True
16,8,Basic,9.99,paid,9.99,True
16,9,Basic,9.99,paid,9.99,True
16,10,Basic,9.99,paid,9.99,True
16,11,Basic,9.99,paid,9.99,True
16,12,Basic,9.99,failed,0.0,True
17,1,Basic,9.99,paid,9.99,True
17,2,Basic,9.99,paid,9.99,True
17,3,Basic,9.99,paid,9.99,True
17,4,Basic,9.99,paid,9.99,True
17,5,Basic,9.99,failed,0.0,True
17,6,Basic,9.99,paid,9.99,True
17,7,Basic,9.99,paid,9.99,True
17,8,Basic,9.99,churned,0.0,False
17,9,Basic,9.99,churned,0.0,False
17,10,Basic,9.99,churned,0.0,False
17,11,Basic,9.99,churned,0.0,False
17,12,Basic,9.99,churned,0.0,False
18,1,Pro,19.99,paid,19.99,True
18,2,Pro,19.99,paid,19.99,True
18,3,Pro,19.99,churned,0.0,False
18,4,Pro,19.99,churned,0.0,False
18,5,Pro,19.99,churned,0.0,False
18,6,Pro,19.99,churned,0.0,False
18,7,Pro,19.99,churned,0.0,False
18,8,Pro,19.99,churned,0.0,False
18,9,Pro,19.99,churned,0.0,False
18,10,Pro,19.99,churned,0.0,False
18,11,Pro,19.99,churned,0.0,False
18,12,Pro,19.99,churned,0.0,False
19,1,Pro,19.99,paid,19.99,True
19,2,Pro,19.99,paid,19.99,True
19,3,Pro,19.99,paid,19.99,True
19,4,Pro,19.99,paid,19.99,True
19,5,Pro,19.99,paid,19.99,True
19,6,Pro,19.99,paid,19.99,True
19,7,Pro,19.99,paid,19.99,True
19,8,Pro,19.99,failed,0.0,True
19,9,Pro,19.99,paid,19.99,True
19,10,Pro,19.99,paid,19.99,True
19,11,Pro,19.99,paid,19.99,True
19,12,Pro,19.99,paid,19.99,True
20,1,Pro,19.99,failed,0.0,True
20,2,Pro,19.99,paid,19.99,True
20,3,Pro,19.99,paid,19.99,True
20,4,Pro,19.99,paid,19.99,True
20,5,Pro,19.99,paid,19.99,True
20,6,Pro,19.99,paid,19.99,True
20,7,Pro,19.99,paid,19.99,True
20,8,Pro,19.99,paid,19.99,True
20,9,Pro,19.99,paid,19.99,True
20,10,Pro,19.99,paid,19.99,True
20,11,Pro,19.99,paid,19.99,True
20,12,Pro,19.99,paid,19.99,True
21,1,Basic,9.99,paid,9.99,True
21,2,Basic,9.99,paid,9.99,True
21,3,Basic,9.99,paid,9.99,True
21,4,Basic,9.99,churned,0.0,False
21,5,Basic,9.99,churned,0.0,False
21,6,Basic,9.99,churned,0.0,False
21,7,Basic,9.99,churned,0.0,False
21,8,Basic,9.99,churned,0.0,False
21,9,Basic,9.99,churned,0.0,False
21,10,Basic,9.99,churned,0.0,False
21,11,Basic,9.99,churned,0.0,False
21,12,Basic,9.99,churned,0.0,False
22,1,Premium,39.99,paid,39.99,True
22,2,Premium,39.99,paid,39.99,True
22,3,Premium,39.99,paid,39.99,True
22,4,Premium,39.99,churned,0.0,False
22,5,Premium,39.99,churned,0.0,False
22,6,Premium,39.99,churned,0.0,False
22,7,Premium,39.99,churned,0.0,False
22,8,Premium,39.99,churned,0.0,False
22,9,Premium,39.99,churned,0.0,False
22,10,Premium,39.99,churned,0.0,False
22,11,Premium,39.99,churned,0.0,False
22,12,Premium,39.99,churned,0.0,False
23,1,Pro,19.99,paid,19.99,True
23,2,Pro,19.99,paid,19.99,True
23,3,Pro,19.99,paid,19.99,True
23,4,Pro,19.99,paid,19.99,True
23,5,Pro,19.99,paid,19.99,True
23,6,Pro,19.99,paid,19.99,True
23,7,Pro,19.99,paid,19.99,True
23,8,Pro,19.99,paid,19.99,True
23,9,Pro,19.99,paid,19.99,True
23,10,Pro,19.99,paid,19.99,True
23,11,Pro,19.99,paid,19.99,True
23,12,Pro,19.99,paid,19.99,True
24,1,Pro,19.99,paid,19.99,True
24,2,Pro,19.99,paid,19.99,True
24,3,Pro,19.99,paid,19.99,True
24,4,Pro,19.99,paid,19.99,True
24,5,Pro,19.99,paid,19.99,True
24,6,Pro,19.99,paid,19.99,True
24,7,Pro,19.99,failed,0.0,True
24,8,Pro,19.99,failed,0.0,True
24,9,Pro,19.99,churned,0.0,False
24,10,Pro,19.99,churned,0.0,False
24,11,Pro,19.99,churned,0.0,False
24,12,Pro,19.99,churned,0.0,False
25,1,Basic,9.99,paid,9.99,True
25,2,Basic,9.99,churned,0.0,False
25,3,Basic,9.99,churned,0.0,False
25,4,Basic,9.99,churned,0.0,False
25,5,Basic,9.99,churned,0.0,False
25,6,Basic,9.99,churned,0.0,False
25,7,Basic,9.99,churned,0.0,False
25,8,Basic,9.99,churned,0.0,False
25,9,Basic,9.99,churned,0.0,False
25,10,Basic,9.99,churned,0.0,False
25,11,Basic,9.99,churned,0.0,False
25,12,Basic,9.99,churned,0.0,False
26,1,Basic,9.99,paid,9.99,True
26,2,Basic,9.99,paid,9.99,True
26,3,Basic,9.99,paid,9.99,True
26,4,Basic,9.99,paid,9.99,True
26,5,Basic,9.99,paid,9.99,True
26,6,Basic,9.99,paid,9.99,True
26,7,Basic,9.99,paid,9.99,True
26,8,Basic,9.99,paid,9.99,True
26,9,Basic,9.99,failed,0.0,True
26,10,Basic,9.99,paid,9.99,True
26,11,Basic,9.99,paid,9.99,True
26,12,Basic,9.99,churned,0.0,False
27,1,Basic,9.99,paid,9.99,True
27,2,Basic,9.99,failed,0.0,True
27,3,Basic,9.99,paid,9.99,True
27,4,Basic,9.99,paid,9.99,True
27,5,Basic,9.99,paid,9.99,True
27,6,Basic,9.99,paid,9.99,True
27,7,Basic,9.99,paid,9.99,True
27,8,Basic,9.99,paid,9.99,True
27,9,Basic,9.99,paid,9.99,True
